,class,tweet
13757,2,nope It yellow otl
13758,1,norbit mad bitch lmfaooooooo
13759,2,norwalk ghetto af lol sudden everyon dodger raider fan
13760,2,nose goe take trash time
13761,1,us bitch
13762,1,1 bit courtesi bainbridg isl ferri rider fuck em next time I think gonna break payback bitch
13763,1,femal constantli tweet boyfriend I wish death one tire bitch
13764,0,straight men I frustrat unlik okcupid queer folk abil block
13765,1,cloud sight pretti ho work iwanttoplay
13766,1,fan guess im minor RT beyonc ratchet ass trash anti christ kfromtheg
13767,1,neanudda bitch
13768,2,word jihadi stream kurdish femal suicid bomber koban stori undermin mytholog sever level
13769,1,play game bitch
13770,2,allow play flappi bird around grandma swear stop swear lol
13771,1,associ ya nicca
13772,1,eat pussi un american
13773,1,even 20 I alreadi smoke 2 countri bitch I fuck I want
13774,1,even sweat hoe
13775,1,everi girl like sweet ass emoji ass nigguh girl like sexi af ass nigguh
13776,1,finna play bitch lmao
13777,1,go put red equal sign facebook I faggot I marriag equal prop8
13778,1,exist contribut contribut thing enjoy often queer person behind product
13779,1,fault yo bitch wanna flip
13780,1,one bitch text right 3 000 follow 22 inch rim 60 inch tv straight ass teeth 0 text messag ima kill
13781,1,protect state utah fear queer coupl forc church marri legal
13782,2,realli sure describ happen eurotrash vip room
13783,2,sure teabagg would care nelson mandela one know I mean teaparti tcot
13784,1,sure someon would put pictur escort websit I sell pussi
13785,2,I plan die soon I total go write kenobi sole heir He thing local 94 I trust
13786,1,type take slow turn good girl hoe spookyblack
13787,1,call bitch gone hate bitch
13788,1,sound like total bitch I tire peopl kid back school pic post pic back colleg day
13789,1,trash plain fuck 225 come eleph print 3
13790,1,true everi man hoe bye
13791,0,tri follow spook offens
13792,2,ya grandma browni wink wink
13793,2,note rocket remov cardboard launcher carri trash bin flee tidyterrorist
13794,2,note khorasan old arab name part iran afghanistan invent modern jihadi justsayin
13795,2,noth good TV eat ball 3 inning great
13796,1,noth spici 1 stop fuck bitch 2 eat 3 cri fuck pussi
13797,2,noth yokel msu fan constantli reassess izzo aka consist winner sinc D daugherti biggi flip munn
13798,2,noth say teabagg like millionair complain broke huh hillaryclinton hillary2016 give break lol p2
13799,1,noth wors babi bitch pussi Go fli kite
13800,1,notic I tweet bytch bytch differ bitch My logic werk
13801,1,notic I make music nigga get pussi drake lordknow
13802,2,I see chatter among jihadi fan take credit alledg kidnap frenchman algeria franc
13803,1,I could say name butttttt ya bitch alreadi know
13804,1,I even want anyth son bitch
13805,1,I seper nigga I trust nigga starv wit bitch I fuc
13806,2,I gook boy shawti
13807,2,I listen lil spook get good kinda sad imma singl fall I know get annoy TL aye
13808,1,unfollow lol My pussi turn late I fuck time soon forev dri
13809,1,day niqqa would rather real wit niqqa bitch wanna fuck wit rather day one niqqa smfh gener fallin
13810,1,day hoe twerkin new weav
13811,1,neighborhood nigga like suppos get pussi like
13812,1,hoe bout post saint lost im still cute pic gram
13813,1,da heat fan bacc nicca kill tweet shit damn game
13814,1,hate ol lyin ass hoe smilin ya face wearin best friend cloth
13815,2,infuri jihadi put murder request saudi fighter pilot particip bomb syria isi
13816,1,side bitch main bitch Bc main hoe feel mo No mo
13817,1,side bitch main bitch caus main bitch aint feelin moe
13818,1,nicca haircut
13819,1,put Ya ass dicc let know baddest lit bitch
13821,1,nicki minaj said fuck skinni bitch watch fat bitch come outta time play
13822,1,let beat build bitch ish As I hit kill switch
13823,1,bitch tryin vid gurl sit cho ass
13824,1,cheat bitch yall defens sad fuck cheat
13825,1,new bitch act dumb tryna correct everi word
13826,1,I put pussi vivian bet play
13827,1,drink till unconsci feel get fine bitch
13828,2,jihadi network wake amp claim raqqa radio confirm two plane shot amp 1 pilot captur isi syria
13829,1,nower day defenit bad bitch good pussi
13830,1,nugga obsess homi like cant bag bitch
13831,1,nuh uh still count I hoe twitter bae
13832,1,nuke town pussi
13833,1,nyomi banxxx skin diamond last good eboni porn bitch
13835,1,OG old face hunnid young hoe
13836,1,og love see yung nicca come
13837,2,OH NO say democrat lost teabagg vote lmao bobbl head morningjo
13838,1,ohhgt whine whine whine say faggot ass steroid cream forgiv giantsgt Is busterposey takin shot barrybond Is
13839,1,okc nigguh
13840,1,omg I high bitch
13841,0,omg ugli faggot bad mother kill like robin william
13842,1,omg yall ever met dyke kid
13843,1,omg noth life made softer fuck nigger dick
13844,1,omg yo side bitch find gift bought ya girl lmfaoooooooo
13845,1,omg thi bitch tico wont stfu alreadi
13846,1,omggt I throw beer bottl street yell drunk homeless peopl stop harass tranni game6 torturebasebal
13847,1,omggggg nigga said jerri black bitch
13848,1,ON sight bitch I bet see street trash ass nigga
13849,1,OT nicca word nigga play jesu
13850,2,obama mock special olymp wendi davi mock handicap ya see pattern democrat tcot uniteblu
13851,2,obama newli releas gitmo jihadi ha link To terrorist In syria tcot pjnet
13852,0,obama fave muslim black ghetto trash via
13853,2,obama hellfir missil tend vapor jihadi uniteblu
13854,1,ocean drive I gave pill I think I met pussi ocean drive
13855,2,och hoe wonderbaarlijk dat jan het alweer met n marokkaans bner aan de stok heeft Na fatima lamyea tofik nu ook abdelka te min gevonden
13856,1,Of lazi bitch I laziest today noregret
13857,0,Of cours faith basebal year becaus OF barrybond goddamn retard moron
13858,1,Of cours mean fajita time If I flat iron Oh bitch We never leav
13859,1,lot dope bitch I high af
13861,2,offens line trash
13862,1,offens joe johnson good lebron If better pussi
13863,2,offici jihadi cockroach book ticket On cruis ship To syria
13864,1,Oh hope dre fall dickhol first pussi
13865,2,Oh I forgot live ghetto hoodrat
13866,1,Oh I back 2nd vap fuck one bitch
13867,1,Oh I nasti smoke cigarett nasti wash behind ear everyday stupid littl bitch
13868,2,Oh yahweh hand upon shadow hover sake hous ysrah al mock day long
13869,1,Oh bitch lurkin well bitch I twerkin
13870,1,Oh hell yeah lol know nicca injuri prone
13871,1,Oh multipl dna ol girl man ran train hoe
13872,2,Oh coon bike week charlott ok make sens
13873,1,Oh look cutler step throw threw int nice flat foot throw cunt
13874,2,Oh man thi could seriou first ever chanel bag contend grape color chanel bag
13875,1,Oh god oh god I go bitch mob parti today oh god
13876,1,Oh god bitch walk past legit smell like fish market tfeh tfeh tfeh
13877,2,Oh oreo bake chocol chip cooki surpris
13878,1,Oh nah bitch I work much even think lol
13879,1,Oh didnt watch yo mouth bitch one bitch two dog
13880,1,Oh tht hoe ode fake
13881,1,Oh It friday night night bitch cheat
13882,1,Oh pleas pussi
13883,1,Oh I respect bitch spite come children
13884,1,Oh shit still light I bitch long
13885,1,Oh shit dalla trash hairlin trash
13886,2,Oh snap I realiz skinni tranni jare leto He Wo unrecogniz weight loss geez
13887,1,Oh BC cover u bitch wanna talk shit
13888,1,Oh well lil stupid ass bitch I fuck youuuuuu idfwu bitter ass song fuck nigga like
13889,1,Oh yeah especi winston nicca lmao think I wont lol 336 nigga
13890,1,Oh got new bitch think got new bitch
13891,1,Oh one stuck bitch
13892,1,Oh want pho well saimigi ghetto pho eat shit sinc im broke
13893,2,Oh gonna ruin life throw away smoke weed test score higher trash life
13894,1,Oh I back bitch No one walk ever ever
13895,1,Oh bitch scandal
13896,1,Oh whitney It b true gt sob sob weep soblt Oh crack industri lost champion ripwhitney ya dumb bitch
13897,1,Oh wow avoid bitch
13898,1,ohh amp btw get call 24 blame bitch keep sign peopl bc want gym buddi lol
13899,1,ohh gawdd woke throw di nicca paper slept n damn car n threw n shit n lost phone smh GM
13900,1,ohkay texa bitch keep textin callin cryin stressin bout I I anoth bitch allegedli
13901,1,ohmygod pleas bitch today
13902,1,Oi look pussi bed
13903,2,Ok show cartoon network complet trash stevm univers awwwwwesomeeeee
13904,1,Ok funni A proud liber want end racism call tim scott uncl tom lolz lib idiot tcot
13905,1,Ok night night bitch
13906,0,Ok bitch say wut I think said I believ u describ urself dumbass
13907,1,Ok suck dick suppos done cute manor like eat pussi suppos scare
13908,1,okay I gonna need everyon stop call rihanna hoe k thank
13909,1,okay ajay got one time call bitch one lit sub tweet like bitch I fucc yo lit life got go UP
13910,1,okay number save long okay thancc tf hoe
13911,1,okay repli I want anyway bitch
13912,1,okay I know I like ten year late I freak hate ana sofia lost fuck dumb bitch wtf problem
13913,1,okay either super dyke weird car sex fetish
13914,1,okay right bitch mad caus open mouth greysanatomi
13915,1,okay kid rickandmorti came I know I tweet way late sunday night booya bitchesgt I outta heregt
13916,2,okay mayb everi losangel evil I would 80 peopl I encount trash anoth 10 bare human
13917,1,okay IF natitud sooooo coolgt come bitch call obama BO jingo I thought gobuycomb
13918,1,okay I stop bitch mayb
13919,1,oklahoma 250 yard TU 4 point trashhhhhhhh ass team big xii trash
13920,1,Ol bitch ass look like got bobbl head
13921,1,Ol head alway think young nicca gon runoff wit sacc
13922,1,old hoe lol My juic gone I old bitti
13923,1,old hoe get mad show attent want
13924,1,old ladi went pay reach way plate hate eat bar countertop stupid white bitch
13925,1,older black guy factori I know none coon work tip 15 He right
13926,1,ole girl realli told care boyfriend hoe thi wrong gener
13927,1,olivia pussi good got jake sip tea enemi O P baddest bitch scandalabc
13928,2,omer asik trash offens side floor dude real life murki doo doo water
13929,1,omfg I murk bitch I see red dude
13931,1,omfg tattoo hurt like bitch pain
13932,1,omfg crazi bitch
13933,1,omg 9 day In exactli week I vega bitch edclv
13934,1,omg dot I sure give away free bitch
13935,1,omg I hate bitch fuck laugh shut fuck upppp
13936,1,omg I go charli bear twerk team I fuck
13937,1,omg I kill like pic I swear bitch
13938,1,omg bitch buy dildo stfu
13939,1,omg bruh said bitch look like femal JB smoov lmao
13940,1,omg chloe pull hous like come outsid bitch hella cray
13941,1,omg fuck bitch basedgod
13942,1,omg He pathet spineless ball piec trash twitter I ever seen let go throw blah
13943,1,omg bitch said shit
13944,1,omg bitch stand hum deep annoy tone whole time counter wtf
13945,2,omg cutest littl tinker bell ever
13946,0,omg say face stupid ass hoe talkin shit imma whoop ass dramat teenag girl
13947,2,omgggggggggg mila kuni fing hot F sarah marshal like bird anorex
13948,1,omm bitch dumb ass fuck
13949,2,omoid yokocho shinjuku tokyo japan jap n lost japan miguel mich n
13950,1,On GC I l8v3 di bitch
13951,0,On upenn campu black chick trash gonna paid
13952,1,On handstand pop pussi delight
13953,2,On mission find zebra cake
13954,1,On scale 1 redneck I watch day thunder right gocruis
13955,1,On break feel xxxtra dumb caus forgot lunch money like hoe
13956,1,On shit ju turn 18 bitch dat grown shit
13957,2,On anniversari 9 11 isi amp Al qaeda support claim ben laden show jihadi authent pathet
13958,2,On secret parti mission live tweak mock fatpo
13959,1,On 2k14 onlin hit niggah
13960,1,On westsid I screamin fuck KD bitch
13961,1,On westsid I screamin fuck KD bitch
13962,1,On ya pussi rap sheet whole lot bro
13963,1,onc hello hardin counti everyon know hoe name ashley hsn
13964,2,onc brainwork done pacemak medic devic compani call contract tinker toy engin like SC troll stribpol
13965,1,onc break ion want pussi nomor Y realli hate huh
13966,1,onc hate someon everyth offens look bitch eat cracker like damn place
13967,1,one big school full fake bitch
13968,1,one day nigga gone learn fuck ugli bitch becaus pregnanc need stop
13969,1,one hoe fine fuck one ugli bitch
13970,2,one man trash anoth transform
13971,1,one man hoe Is anoth man hoe chang nigga
13972,2,one man trash anoth man treasur
13973,2,one man trash anoth man treasur believ
13974,2,one tonight dog walk sunset aka invis bird wire sunset invisiblebird wire
13975,1,one night stand hoe noth
13976,2,one best look charli wei coupl month ago hang w nelli
13977,2,one favorit song man shorelin white parakeet tri make bird go home
13978,1,one nig holler cici ima keep low key tho one lol
13979,1,one biggest arrest loudmouth bitch reesewitherspoon SO whi A nigga gotta act like whitebitch polic
13980,1,one best faggot joke time stephenk itgt anybodi seen faggot late I believ dress obama
13981,2,one great treasur live san diego readi access mexican twinki made real sugar mexican coca cola
13982,2,one world promin jihadi forum got shut
13983,1,one room full bad bitch lmao believ I kick main myspac
13984,1,one thing I stand text bitch got droid
13985,1,one thing I hate lightskin nigga confus bitch like either go fwm gon fw nigga
13986,1,one thing I love relationship understand like cute shit cute bird
13987,1,one thing I love russel wilson bitch runnin
13988,1,one thing I never love bitch cuz I drillin shit I love cliqu
13989,1,one thing I loyal nicca
13990,1,one thing alway tell lor cousin big cousin bitch amp amp niggah u alway gonna good regardless
13991,1,one thing u get trust bitch
13992,1,one time high school girl told friend need proactiv So told need weight watcher hahaha bitch
13993,1,one time girl ask problem I instantli repli I love bad bitch
13994,2,onli american degener enough honor war dead barbecu anyon grill memori day trash
13995,0,onli american would hire white trash tie intern terror polic offic
13996,2,onli blood satisfi hungri flame Of R hollor charli brown
13997,1,onli fuckin retard liber would think xmen No jesuschrist wa A mutantgt
13998,1,onli broke nigga gonna settl broke bitch
13999,1,onli hoe would favorit
14001,1,onli basic bitch workout planet fit
14002,1,onli bitch talk shit
14003,1,onli broke bitch steal money
14004,1,onli faggot pussi put twitter pic dog
14005,0,onli faggot use white ds
14006,0,onli fag say swag shit mad retard
14007,1,onli fat bitch flat booti hoe today wackkkkk
14008,1,onli one reason caus bitch wont go gay If name nt smurf I see noon
14009,1,onli fw bad bitch iont mediocr
14010,1,onli get loud around ya team ass bitch fraud
14011,1,onli goofi nigga simp chick commun pussi
14012,1,onli hoe cheat
14013,1,onli hoe get 3K follow instagram
14014,1,onli hoe love
14015,2,onli hick town walk nation sport bar get busch light smh
14016,1,onli keep real bitch attend
14017,1,onli movi cant wait see tansformers4 fail im go killer ape shit michael bay
14018,1,onli negro keep ad babi fat got older
14019,1,onli niggah TL get
14020,1,onli ounc niggah
14021,1,onli peopl home right nurs hoe amp nigga tryna hit hoe
14022,0,onli retard retweet fuckri
14023,1,onli famili eye n bitch rite
14024,1,onli strong surviv nigga pussi
14025,1,onli strong surviv nigga bitch
14026,1,onli thing calm pussi cali tree
14027,1,onli tweet pussi got superpow
14028,1,onli would cut best tight end resign trash nigga make play save life
14029,1,onli white peopl use word cunt todd realli take
14030,1,onli white trash moron offend redskin team name liber
14031,0,onli white trash watch footbal
14032,1,onli white trash watch hockey
14033,0,onli white trash would call slant hindi moslem equal
14034,0,onli word I understand blackjesu nigger heavili disappoint show aaronmacgrud stuff blow imo
14035,1,oomf hoe know hoe I know hoe wont claim hoe say aint hoe WE know A hoe hoe
14036,1,oomf got hella hoe
14037,1,oomf got hoe
14038,1,oomf make skin itch like ew bitch
14039,1,oooow bitch lace front lace fuck
14040,2,oop I freudian slit
14041,1,open leg filet mignon pussi
14042,1,open mouf kiss nig lol sam love kiss smh lol
14043,1,open leg filet mignon pussi
14044,2,oper ask redhead resolv charli brown rejectedpeanutsspeci
14045,2,Or vote crippl amirit bigot MT vote votewendydavi governor texa
14046,2,Or I vibe ask see aux cord know bout play trash
14047,1,Or dumb bitch self esteem I decid saint
14048,1,Or continu bitch cool
14049,1,Or faggot guess got caught say nigga
14050,2,Or get swept motown lol yanke tiger mlb
14051,1,Or get nail done hoe brag nigga fw got money even get fill tank
14052,2,Or pollo
14053,2,Or cant afford winter cloth summer hoe winter muslimah
14054,0,Or teach might get u got I realli hate disrespect ass bitch class professor talk stfu bitch
14055,2,Or music trash
14056,2,Or neighborhood know mexcian ghetto
14057,1,Or gotta pay bill caus pussi free ummmm dick free neither pick tab pleas thank
14058,0,oregon lose IN oregon ahhhahahaha faggot
14059,2,oreo ice cream sandwich
14060,2,oreo shake I want
14061,2,oreo milkshak forev remind
14062,2,oreo coffe brunch I I want
14063,1,oreo ho ho put milk
14064,2,oreo life
14065,2,orient rug caus I flyer dove
14066,1,oscar amp I use make fun chaco wear peopl togeth sale 1 2 lil bitch want fake
14067,2,oscar tavera went yardi 2nd career mlb bat stud
14068,1,oscar fuckin roast right got hella die bitch
14069,2,jihadi news isi execut kuwait preacher redha lari coz extrem amp hamper reconcili nusra fatwa
14070,1,faggot shit macklemor actual realli good artist better alot rapper
14071,1,otter would make cool pet cunt
14072,2,femal guinea pig pregnant
14073,1,professor said hoe said butt hurt boss
14074,2,day care I take kitti nap hoser
14075,1,outsid click anoth nicca fucc n wit
14076,1,outsid dah fuckin yardi eh
14077,1,bitch tri act like I pictur
14078,1,overal singl life fun also get nude leak em unless faggot
14079,2,overrip eggplant good eat uncletweet
14080,2,philosophi existenti depth trash pop mtvhottestlanadelrey
14081,2,pnd jigga man
14082,2,pollo A L ast pollo estaban dando vuelta en una poller mientra lo estaban cocinando l ast cuando
14083,2,psa reduc fat oreo waxi soften properli dunk milk stay away RE unnatur dietschmiet
14084,2,pacey told flash touch turn yellow black whatwashedo
14085,2,padr yanke angel fan need stfu
14086,1,paid di much da belt I betta crack bitch
14087,1,paig better text bitch lol
14088,1,paint bitch rooftop b c bitch love rooftop
14089,2,palin mock obama russia rhetor ask could seen come crowd goe wild cpac2014
14090,2,panda express trash I want chines feel like gettin car
14091,0,pantera 5 minut alon 5 minut pussi boy I crush
14092,1,paper pussi caus pussi bring problem powerofthep
14093,1,papoos trash bro lol
14094,1,pappadeaux bread scampi butter pussi tast like
14095,1,pappadeaux got best chicken strip I swear I squeez lemon hoe
14096,2,parent televis council scandal sex scene charli brown OK
14097,1,parker cannon lyric beauti bitch come best lyric song like fuck man
14098,2,parodi jihadi song effect asinin muslim condemn humorisaweapon
14099,2,parson trash
14100,1,part chink
14101,1,parti hous come bitch
14102,1,pass interfer dumb ass zebra jerk
14103,1,pass stick bitch
14104,1,pass mad hoe give want
14105,1,patti dont love hoe
14106,1,pau hoe u gon play trade deadlin
14107,1,paula patton pussi got nigga stage knee talmbout gotta get back tonight
14108,1,pay pussi yo I get mani freebi
14109,1,payback bitch
14110,1,payback bitch
14111,1,peac faggot
14112,0,peac fag rememb I best lux support NA drop lustboy pick kakao tsm
14113,2,peac friend onli peac I enemi dont say word look facebook wall one best friend ever moor
14114,1,peac hoe I put badongl cook breakfast
14115,1,pedro littl bitch caus never DM
14116,2,penn state tryna slant screen way field lol
14117,0,pennsylvania white trash pennsylvanian
14118,0,peopl fuck retard lol
14119,2,peopl uncivil
14120,1,peopl bitch complain stupid thing
14121,1,peopl ask I never speak bout subtweet n lil shit peopl say babi tbh ion give dam bout none nigga bitch oml
14122,1,peopl ask donat christi mack get real bitch made thousand dollar sex bitch better fuckin
14123,2,peopl angri tonight di tweeter It hard color man see di anger like bein waffl hous mississippi
14124,1,peopl call complain spinelli purg special lmao pussi louisvillepurg
14125,1,peopl comment fb status like day like bitch wtf I know
14126,0,peopl get retard everyday
14127,1,peopl gotta learn appreci peopl go way help even want help bitch
14128,1,peopl hate da rig life I love babi pussi ass nigguh
14129,1,peopl love touch hair ooo real ye bitch
14130,0,peopl site fuck retard sometim
14131,1,peopl talk shit twitter see person look like bitch wtf look ye yeah I cute
14132,1,peopl tend bitch coach much offens playcal kill ag indefens point
14133,2,peopl chose countri citi miser trash deserv neither respect consider less scum
14134,2,peopl put blinker serious need crash pole someth moveoutmyway bitch
14135,0,peopl enjoy show like douch bag usual white trash
14137,0,peopl go church hollywood CA white trash filth
14138,0,peopl grow veget noth common peasant trash
14139,0,peopl live thenetherland unwash trash
14140,1,peopl never use hair product unkept white trash douch bag
14141,1,peopl play fantasygam white trash
14142,0,peopl play roleplayinggam human filth deserv respect give mosquito soulless gutter trash
14143,2,peopl slam brake yellow light allow drive
14145,2,peopl trash car love drive fast reckless
14146,2,peopl pictur far wide reason make teabagg poor spell realli angri
14147,2,perhap ezra miller first crack toward chang regardless whether identifi queer gay
14148,2,perhap I diehard yanke fan point watch debacl yanke tiger mlb So els lol
14149,2,perman slit eyebrow I tumbl bleacher I littl I stay ER
14150,1,person My new year resolut jackass everyon Me yeah I go buy ps3 I retard
14151,1,peter pan ho never land ho
14152,1,peyton man goon fuck eli pussi ass
14153,1,phaedra gonna drop apollo like mariah Da brat went prison hoe loyal
14154,2,phil hugh look like phil hugh old 2010 yanke mlb
14155,0,phillip river look like almost want call dude nigger bad play
14157,1,phone disconnect like hoe thank god shmedium hot spot lol
14158,1,phone drier yo bitch scalp
14159,2,photo check background spook
14160,1,photo bad bitch ladykimora favorit vega socialit dragrac dragqueen ladykimora
14161,2,photo give trailer park trash transformthursday ladykimora vegasqueen vegasshowgirl
14162,1,photo good morn ig give u white trash bodi turntup webad wepretti gayvega
14163,1,photo happi friday bitch kimorablac
14164,1,photo happi friday bitch glamazon ladykimora rupaulsdragrac
14165,1,photo kimora boobi unlock I slice bitch kimorablac
14166,1,photo ima boss ass bitch turntup webad wepretti gayvega rupaulsdragrac barb minaj
14167,1,photo Me bitch
14168,1,photo morn bitch
14169,1,photo mustard beat hoe wdywt
14170,1,photo My main yessssss ladykimora turntup vega bitch
14171,1,photo No filter bitch turntup webad wepretti gayvega rupaulsdragrac barb minaj
14172,2,photo rest peac bad boy bad advis made let old asian dude glue sole
14173,1,photo serious friend hoe It funni getyourlif
14174,2,photo anarcho queer anarch stand social order base free group individu
14175,1,photo deafreaperventu wayward son fallen angel murder crow gay intensifi say
14176,1,photoset biggest pussi I seen china
14177,1,physic amp bed bitch frame trash skinni
14178,2,pic circul jihadi feed claim isi flag top mount arafa holiest day pilgrimag
14179,1,pic confus look like dyke hoe pooci
14180,1,pick citi buy condo find fine hoe let time go chea
14181,1,pickup line cat ladi becaus I love pussi NO wait I liter meant I like cat
14182,1,pictur time outsid metro fuck fag
14183,1,pie crust trash It flaki dri shit
14184,2,pierc would easili drain shot us He trash smh
14185,1,pillow talkin bitch see bad nigga basic
14186,1,pillow talkin hoe hatin nigga might lose ya chick like
14187,1,pink champagn boo thang bad bitch I hope trade
14188,1,piss I see littl liber faggot wear che guevara shirt move ur ass cuba
14189,1,piss much brett scream fag whore window peopl
14190,1,pistol bad bitch hustler bad busi
14191,1,pizza wing bitch
14192,1,pizza salad alcohol I want crave need met I rude bitch
14193,1,plaid short bitch
14194,1,play twice aye im pyhscopath cunt dead
14195,1,play pussi get fuck
14196,1,play fuck bitch get money music
14197,1,play hoe like lotteri
14198,2,play show lutsen MN 9 00 PM today papa charli
14199,1,play game wrestl way I bind brother sex talk amp provid condom No raw dog hoe
14200,0,play white guilt last one last time whitey felt absolv end today It end field suburb pennsylvania
14201,1,play money like play emot nigga believ I guess go find hoe ass nigga
14202,1,pleas shut hoe I honestli nice person
14203,1,pleas control yo hoe
14204,1,pleas dnt take pictur pleas dnt take pictur especi jewelri man hoe viciou
14205,1,pleas excus bitch ass phone hoe late
14206,2,pleas stop score otherwis run tomorrow romero yanke bluejay mlb
14207,1,plot twist I fuck bitch
14208,1,plot twist bitch
14209,1,plot twist hoe loyal
14210,2,Pm u use word I use ex sweg pm yid nid date
14211,1,polic nicca tryn raid da trap
14212,2,polit yet milit bird notfeed stencil armi typefac font ateam
14213,1,polit ass bitch
14214,1,polo 80 levi 60 jordan 180 snapback 30 look face still get pussi priceless
14215,1,poof vamoos son bitch
14216,2,poor henri support right 2 3 guy gut hurt charli
14217,1,poor leo help havin rest bitch face I feel ya home skillet biscuit
14218,0,pop nigguh sound like crisco
14219,1,pop pussi
14220,1,pop pussi real nigga
14221,2,popcorn candi dinner I alway knew charli brown spirit anim
14222,1,pop pussi sweat lol
14223,1,poppi give discou bitch get lowwwww
14224,1,poppi give discount bitch get lowww naw fareal tho
14225,2,pop interview remain warm fuzzi
14226,1,pop told never stick ya broke bitch
14227,0,porch monkey 4 life
14228,1,porch monkey 4 life randel
14229,1,porcha grandma realli like nig real I tri hollar fo real
14230,1,pornograph oo oo make hoe oo
14231,2,post new song guala
14232,2,post new song guala music
14233,1,power bomb dat hoe
14234,1,ppl realli handl girl ye girl say feel come bitch
14235,2,practic got arrest tonight allow utampa ground year fml im retard
14236,2,prais thi lord season beani upon us
14237,1,preach ugli girl way go man nobodi got time pretti hoe
14238,1,precis soon break start shit swore never like hoe
14239,2,prejudic A preconceiv awar base major interact neg slant come lib self preserv basi
14240,1,prepar call nigger night I mean play cod night advancedwarfaredayzero
14241,1,press pussi I get mani freebi
14242,1,pretend asshol callin women bitch know love em lol
14243,1,pretend make rain ghetto presid govt money whore beg utilti stay one day
14244,1,pretti ass niggah
14245,1,pretti bitch even prettier titti
14246,1,pretti mother fucker pull bitch like
14247,1,pretti motherfuck pull bitch like
14248,1,pretti muthafucka pull bitch like
14249,2,pretti whole yanke thing id rather lose alc everi year live detroit I miss real steinbrenn gloryday
14250,1,pretti sure I got ya bitch nude phone nigga
14251,1,pretti weird flight attend instruct say welcom OC bitch exit plane
14253,1,probabl go tackl kenzi I see tbh I miss bitch
14254,1,probabl save ass today ga diesel engin would without redneck friend
14255,1,procrastin realli bitch
14256,1,produc yung bouta drop di hoe
14257,1,profesion sport enjoy white trash
14258,1,project pay soft ass littl bitch
14259,1,promis love obey hit day girl I say genuin fuck bitch It sayi
14260,1,promis made bitch bxtch
14261,1,protect bitch cost
14262,2,proud redneck patriot
14263,1,puffi face hoe
14264,1,puig zero line yet still go fuck bitch appear
14265,1,pull nicca bore
14266,1,pull ex make bitch mad
14267,1,pull ex make bitch mad
14268,1,pull x make bitch mad
14269,1,pull coco ratchet way home ye bitch
14270,1,pull hoe someth proud hoe go anybodi
14271,1,pullout game trash iyanla intrrvent man 34 kid 17 women I question
14272,1,pumpkin spice marlboro da hoe
14273,1,punch hoe caus deserv
14274,0,punk ass broke faggot
14275,1,punk ass cop ju bulldog bitch
14276,1,punk bitch walk tall like got someth prove
14277,1,punk bitch
14278,1,pussi pussi everi women got one u gotta ladi
14279,1,pussi ass hoe nigga I fuck wit
14280,1,pussi ass nigguh name jesu daddi
14281,1,pussi gotta trash love life sad lol im glad khloe k dump french ghetto ass
14282,1,pussi like girl zaaaammnn pussi gay
14283,1,pussi nicca friend gotta voic
14284,1,pussi mouth pussi pinki ring
14285,1,pussi pussi
14286,1,pussi get pussi
14287,1,pussi pussi I get I need
14288,1,put b tch pussi first 48
14289,1,put ring yo bitch
14290,1,put place caus pussi get pussi
14291,1,put everyth I love ugli bitch finna talk crazi car I put ass make walk
14292,2,put redskin start lineup instead dolphin fun said
14293,1,put weight back rack bitch smdh lol dick chaney
14294,1,put ya hand grade A bitch
14295,1,put yo bitch figur 4 bedrock
14296,1,put hand bitch I gon shoot
14297,1,put tit back shit bitch
14298,1,putin make look like bitch foreign polici
14299,1,quan dinothem faggot ass nigga aight man
14300,1,quan stopthat faggot TL
14301,1,quisiera amart puedo mi mama dijo dont love hoe
14302,1,quit blow feed bitch
14303,1,quit hoggin blunt bitch
14304,1,quit hurt women cuz I tire bitter nigga gotta go cuz hoe ass nigga
14305,1,quit talk shit fuck faggot serious mad bc one want fuck even think
14306,1,quit teas bitch
14307,2,ramp B trash compar earli 2000
14308,2,R surg charli baker R 9 point demo state mass coakley D dog via
14309,1,real nigga speak sound like bitch
14310,2,republican take massachusett governorship coakley conc gov race To charli baker
14311,1,rft tweet day If nigga chang fuck em He bitch nigga day 1
14312,1,rick told yall TO GO back kill EM yall nicca listen chew bob leg shit extra tasti crispi
14313,1,right bitch say posit vibe bitch make fun someon weight
14314,0,rino trash like see conserv democrat parti see black As slave properti tcot
14315,1,RT I never ever ever give nigga unless I know fact yeen finna play bitch
14316,1,RT thi shit bird
14317,2,RT jane seymour rock bikini 62 crazi aunt jane
14318,0,RT wow anoth faggot timatherac wow anoth cam hater lol gt gt dat dude nice
14319,0,RT amp alla nigga hot boy bring ice bitch
14320,1,RT black bitch think ok clap hand get argument bitch stfu I steal yo purs
14321,1,RT bitch say hahaha
14322,1,RT columbu found america kill injun sincethecubswonaworldseri
14323,1,RT fuck mean macklemor trash nigger
14324,1,RT def whini bitch A girl cri girl care Or whini bitch
14325,1,RT thi J cole fuck queer
14326,1,RT yaw hoe want 2 thing money amp dick
14327,1,RT hahahaha basic bitch funni
14328,2,RT jihadi kill brendantevlin In N J W At least 2 part Of terrorist ring 10 yr ago
14329,1,RT nothin cut bitch ayeee
14330,2,RT twitter tip cap say farewellcaptain jeter yanke stadium final video
